date,state,fips,day_num,new,value,type,growth
2020-03-23,North Carolina,37,4,34,303,cases,0.12639405204460966
2020-03-23,North Carolina,37,4,0,0,deaths,
2020-03-23,Ohio,39,4,93,444,cases,0.26495726495726496
2020-03-23,Ohio,39,4,3,6,deaths,1.0
2020-03-23,Oregon,41,3,30,191,cases,0.18633540372670807
2020-03-23,Oregon,41,3,0,5,deaths,0.0
2020-03-23,Pennsylvania,42,6,140,644,cases,0.2777777777777778
2020-03-23,Pennsylvania,42,6,3,6,deaths,1.0
2020-03-23,Rhode Island,44,0,23,106,cases,0.27710843373493976
2020-03-23,Rhode Island,44,0,0,0,deaths,
2020-03-23,South Carolina,45,3,105,299,cases,0.5412371134020618
2020-03-23,South Carolina,45,3,2,5,deaths,0.6666666666666666
2020-03-23,Tennessee,47,4,98,522,cases,0.23113207547169812
2020-03-23,Tennessee,47,4,0,2,deaths,0.0
2020-03-23,Texas,48,6,96,728,cases,0.1518987341772152
2020-03-23,Texas,48,6,0,7,deaths,0.0
2020-03-23,Utah,49,3,75,257,cases,0.41208791208791207
2020-03-23,Utah,49,3,0,1,deaths,0.0
2020-03-23,Virginia,51,3,35,254,cases,0.1598173515981735
2020-03-23,Virginia,51,3,0,6,deaths,0.0
2020-03-23,Washington,53,16,257,2101,cases,0.1393709327548807
2020-03-23,Washington,53,16,13,110,deaths,0.13402061855670103
2020-03-23,Wisconsin,55,5,36,418,cases,0.09424083769633508
2020-03-23,Wisconsin,55,5,1,5,deaths,0.25
2020-03-24,Alabama,1,4,46,242,cases,0.23469387755102042
2020-03-24,Alabama,1,4,0,0,deaths,
2020-03-24,Arizona,4,3,92,326,cases,0.39316239316239315
2020-03-24,Arizona,4,3,4,6,deaths,2.0
2020-03-24,Arkansas,5,4,31,232,cases,0.15422885572139303
2020-03-24,Arkansas,5,4,2,2,deaths,
2020-03-24,California,6,17,404,2644,cases,0.18035714285714285
2020-03-24,California,6,17,13,52,deaths,0.3333333333333333
2020-03-24,Colorado,8,10,191,912,cases,0.26490984743411927
2020-03-24,Colorado,8,10,1,11,deaths,0.1
2020-03-24,Connecticut,9,5,203,618,cases,0.4891566265060241
2020-03-24,Connecticut,9,5,2,12,deaths,0.2
2020-03-24,Delaware,10,0,17,104,cases,0.19540229885057472
2020-03-24,Delaware,10,0,0,0,deaths,
2020-03-24,District of Columbia,11,2,45,183,cases,0.32608695652173914
2020-03-24,District of Columbia,11,2,0,2,deaths,0.0
2020-03-24,Florida,12,9,245,1467,cases,0.20049099836333878
2020-03-24,Florida,12,9,1,19,deaths,0.05555555555555555
2020-03-24,Georgia,13,8,297,1097,cases,0.37125
2020-03-24,Georgia,13,8,13,38,deaths,0.52
2020-03-24,Illinois,17,8,250,1535,cases,0.19455252918287938
2020-03-24,Illinois,17,8,4,16,deaths,0.3333333333333333
2020-03-24,Indiana,18,3,107,366,cases,0.41312741312741313
2020-03-24,Indiana,18,3,5,12,deaths,0.7142857142857143
2020-03-24,Iowa,19,1,19,124,cases,0.18095238095238095
2020-03-24,Iowa,19,1,1,1,deaths,
2020-03-24,Kentucky,21,2,33,157,cases,0.2661290322580645
2020-03-24,Kentucky,21,2,0,3,deaths,0.0
2020-03-24,Louisiana,22,9,216,1388,cases,0.18430034129692832
2020-03-24,Louisiana,22,9,12,46,deaths,0.35294117647058826
2020-03-24,Maine,23,1,11,118,cases,0.102803738317757
2020-03-24,Maine,23,1,0,0,deaths,
2020-03-24,Maryland,24,5,59,349,cases,0.20344827586206896
2020-03-24,Maryland,24,5,1,4,deaths,0.3333333333333333
2020-03-24,Massachusetts,25,12,382,1159,cases,0.49163449163449163
2020-03-24,Massachusetts,25,12,6,11,deaths,1.2
2020-03-24,Michigan,26,5,467,1791,cases,0.3527190332326284
2020-03-24,Michigan,26,5,8,24,deaths,0.5
2020-03-24,Minnesota,27,4,27,262,cases,0.1148936170212766
2020-03-24,Minnesota,27,4,0,1,deaths,0.0
2020-03-24,Mississippi,28,3,71,320,cases,0.285140562248996
2020-03-24,Mississippi,28,3,0,1,deaths,0.0
2020-03-24,Missouri,29,2,72,255,cases,0.39344262295081966
2020-03-24,Missouri,29,2,1,5,deaths,0.25
2020-03-24,Nevada,32,4,50,315,cases,0.18867924528301888
2020-03-24,Nevada,32,4,2,6,deaths,0.5
2020-03-24,New Hampshire,33,1,7,108,cases,0.06930693069306931
2020-03-24,New Hampshire,33,1,0,1,deaths,0.0
2020-03-24,New Jersey,34,8,831,3675,cases,0.2921940928270042
2020-03-24,New Jersey,34,8,17,44,deaths,0.6296296296296297
2020-03-24,New Mexico,35,0,17,100,cases,0.20481927710843373
2020-03-24,New Mexico,35,0,0,0,deaths,
2020-03-24,New York,36,16,4790,25665,cases,0.22946107784431138
2020-03-24,New York,36,16,59,218,deaths,0.3710691823899371
2020-03-24,North Carolina,37,5,96,399,cases,0.31683168316831684
2020-03-24,North Carolina,37,5,0,0,deaths,
2020-03-24,Ohio,39,5,120,564,cases,0.2702702702702703
2020-03-24,Ohio,39,5,2,8,deaths,0.3333333333333333
2020-03-24,Oklahoma,40,0,25,106,cases,0.30864197530864196
2020-03-24,Oklahoma,40,0,1,3,deaths,0.5
2020-03-24,Oregon,41,4,18,209,cases,0.09424083769633508
2020-03-24,Oregon,41,4,3,8,deaths,0.6
2020-03-24,Pennsylvania,42,7,207,851,cases,0.32142857142857145
2020-03-24,Pennsylvania,42,7,1,7,deaths,0.16666666666666666
2020-03-24,Rhode Island,44,1,18,124,cases,0.16981132075471697
2020-03-24,Rhode Island,44,1,0,0,deaths,
2020-03-24,South Carolina,45,4,43,342,cases,0.14381270903010032
2020-03-24,South Carolina,45,4,2,7,deaths,0.4
2020-03-24,Tennessee,47,5,157,679,cases,0.3007662835249042
2020-03-24,Tennessee,47,5,0,2,deaths,0.0
2020-03-24,Texas,48,7,129,857,cases,0.1771978021978022
2020-03-24,Texas,48,7,4,11,deaths,0.5714285714285714
2020-03-24,Utah,49,4,41,298,cases,0.15953307392996108
2020-03-24,Utah,49,4,0,1,deaths,0.0
2020-03-24,Virginia,51,4,36,290,cases,0.14173228346456693
2020-03-24,Virginia,51,4,1,7,deaths,0.16666666666666666
2020-03-24,Washington,53,17,368,2469,cases,0.17515468824369348
2020-03-24,Washington,53,17,13,123,deaths,0.11818181818181818
2020-03-24,Wisconsin,55,6,63,481,cases,0.1507177033492823
2020-03-24,Wisconsin,55,6,0,5,deaths,0.0
2020-03-25,Alabama,1,5,144,386,cases,0.5950413223140496
2020-03-25,Alabama,1,5,1,1,deaths,
2020-03-25,Arizona,4,4,76,402,cases,0.2331288343558282
2020-03-25,Arizona,4,4,0,6,deaths,0.0
2020-03-25,Arkansas,5,5,76,308,cases,0.3275862068965517
2020-03-25,Arkansas,5,5,0,2,deaths,0.0
2020-03-25,California,6,18,539,3183,cases,0.20385779122541603
2020-03-25,California,6,18,15,67,deaths,0.28846153846153844
2020-03-25,Colorado,8,11,174,1086,cases,0.19078947368421054
2020-03-25,Colorado,8,11,8,19,deaths,0.7272727272727273
2020-03-25,Connecticut,9,6,257,875,cases,0.41585760517799353
2020-03-25,Connecticut,9,6,7,19,deaths,0.5833333333333334
2020-03-25,Delaware,10,1,15,119,cases,0.14423076923076922
2020-03-25,Delaware,10,1,0,0,deaths,
2020-03-25,District of Columbia,11,3,48,231,cases,0.26229508196721313
2020-03-25,District of Columbia,11,3,1,3,deaths,0.5
2020-03-25,Florida,12,10,498,1965,cases,0.3394683026584867
2020-03-25,Florida,12,10,4,23,deaths,0.21052631578947367
2020-03-25,Georgia,13,9,290,1387,cases,0.2643573381950775
2020-03-25,Georgia,13,9,9,47,deaths,0.23684210526315788
2020-03-25,Idaho,16,0,50,123,cases,0.684931506849315
2020-03-25,Idaho,16,0,0,0,deaths,
2020-03-25,Illinois,17,9,340,1875,cases,0.22149837133550487
2020-03-25,Illinois,17,9,5,21,deaths,0.3125
2020-03-25,Indiana,18,4,113,479,cases,0.3087431693989071
2020-03-25,Indiana,18,4,2,14,deaths,0.16666666666666666
2020-03-25,Iowa,19,2,21,145,cases,0.1693548387096774
2020-03-25,Iowa,19,2,0,1,deaths,0.0
2020-03-25,Kansas,20,0,33,132,cases,0.3333333333333333
2020-03-25,Kansas,20,0,0,3,deaths,0.0
2020-03-25,Kentucky,21,3,41,198,cases,0.2611464968152866
2020-03-25,Kentucky,21,3,2,5,deaths,0.6666666666666666
2020-03-25,Louisiana,22,10,407,1795,cases,0.29322766570605185
2020-03-25,Louisiana,22,10,19,65,deaths,0.41304347826086957
2020-03-25,Maine,23,2,24,142,cases,0.2033898305084746
2020-03-25,Maine,23,2,0,0,deaths,
2020-03-25,Maryland,24,6,74,423,cases,0.21203438395415472
2020-03-25,Maryland,24,6,0,4,deaths,0.0
2020-03-25,Massachusetts,25,13,679,1838,cases,0.5858498705780846
2020-03-25,Massachusetts,25,13,4,15,deaths,0.36363636363636365
2020-03-25,Michigan,26,6,503,2294,cases,0.28084868788386375
2020-03-25,Michigan,26,6,19,43,deaths,0.7916666666666666
2020-03-25,Minnesota,27,5,25,287,cases,0.09541984732824428
2020-03-25,Minnesota,27,5,0,1,deaths,0.0
2020-03-25,Mississippi,28,4,57,377,cases,0.178125
2020-03-25,Mississippi,28,4,4,5,deaths,4.0
2020-03-25,Missouri,29,3,122,377,cases,0.47843137254901963
2020-03-25,Missouri,29,3,3,8,deaths,0.6
2020-03-25,Nevada,32,5,90,405,cases,0.2857142857142857
2020-03-25,Nevada,32,5,4,10,deaths,0.6666666666666666
2020-03-25,New Hampshire,33,2,29,137,cases,0.26851851851851855
2020-03-25,New Hampshire,33,2,0,1,deaths,0.0
2020-03-25,New Jersey,34,9,727,4402,cases,0.19782312925170067
2020-03-25,New Jersey,34,9,18,62,deaths,0.4090909090909091
2020-03-25,New Mexico,35,1,12,112,cases,0.12
2020-03-25,New Mexico,35,1,1,1,deaths,
2020-03-25,New York,36,17,7401,33066,cases,0.2883693746347165
2020-03-25,New York,36,17,107,325,deaths,0.4908256880733945
2020-03-25,North Carolina,37,6,164,563,cases,0.41102756892230574
2020-03-25,North Carolina,37,6,1,1,deaths,
2020-03-25,Ohio,39,6,142,706,cases,0.25177304964539005
2020-03-25,Ohio,39,6,3,11,deaths,0.375
2020-03-25,Oklahoma,40,1,58,164,cases,0.5471698113207547
2020-03-25,Oklahoma,40,1,2,5,deaths,0.6666666666666666
2020-03-25,Oregon,41,5,57,266,cases,0.2727272727272727
2020-03-25,Oregon,41,5,2,10,deaths,0.25
2020-03-25,Pennsylvania,42,8,300,1151,cases,0.3525264394829612
2020-03-25,Pennsylvania,42,8,4,11,deaths,0.5714285714285714
2020-03-25,Rhode Island,44,2,8,132,cases,0.06451612903225806
2020-03-25,Rhode Island,44,2,0,0,deaths,
2020-03-25,South Carolina,45,5,82,424,cases,0.23976608187134502
2020-03-25,South Carolina,45,5,0,7,deaths,0.0
2020-03-25,Tennessee,47,6,105,784,cases,0.15463917525773196
2020-03-25,Tennessee,47,6,1,3,deaths,0.5
2020-03-25,Texas,48,8,262,1119,cases,0.3057176196032672
2020-03-25,Texas,48,8,1,12,deaths,0.09090909090909091
2020-03-25,Utah,49,5,48,346,cases,0.1610738255033557
2020-03-25,Utah,49,5,0,1,deaths,0.0
2020-03-25,Vermont,50,0,28,123,cases,0.29473684210526313
2020-03-25,Vermont,50,0,1,8,deaths,0.14285714285714285
2020-03-25,Virginia,51,5,101,391,cases,0.3482758620689655
2020-03-25,Virginia,51,5,2,9,deaths,0.2857142857142857
2020-03-25,Washington,53,18,116,2585,cases,0.04698258404212231
2020-03-25,Washington,53,18,7,130,deaths,0.056910569105691054
2020-03-25,Wisconsin,55,7,142,623,cases,0.29521829521829523
2020-03-25,Wisconsin,55,7,2,7,deaths,0.4
2020-03-26,Alabama,1,6,152,538,cases,0.39378238341968913
2020-03-26,Alabama,1,6,2,3,deaths,2.0
2020-03-26,Arizona,4,5,106,508,cases,0.263681592039801
2020-03-26,Arizona,4,5,2,8,deaths,0.3333333333333333
2020-03-26,Arkansas,5,6,43,351,cases,0.1396103896103896
2020-03-26,Arkansas,5,6,1,3,deaths,0.5
2020-03-26,California,6,19,877,4060,cases,0.275526233113415
2020-03-26,California,6,19,15,82,deaths,0.22388059701492538
2020-03-26,Colorado,8,12,346,1432,cases,0.31860036832412525
2020-03-26,Colorado,8,12,5,24,deaths,0.2631578947368421
2020-03-26,Connecticut,9,7,137,1012,cases,0.15657142857142858
2020-03-26,Connecticut,9,7,2,21,deaths,0.10526315789473684
2020-03-26,Delaware,10,2,24,143,cases,0.20168067226890757
2020-03-26,Delaware,10,2,1,1,deaths,
2020-03-26,District of Columbia,11,4,36,267,cases,0.15584415584415584
2020-03-26,District of Columbia,11,4,0,3,deaths,0.0
2020-03-26,Florida,12,11,512,2477,cases,0.26055979643765903
2020-03-26,Florida,12,11,6,29,deaths,0.2608695652173913
2020-03-26,Georgia,13,10,256,1643,cases,0.18457101658255226
2020-03-26,Georgia,13,10,9,56,deaths,0.19148936170212766
2020-03-26,Hawaii,15,0,11,106,cases,0.11578947368421053
2020-03-26,Hawaii,15,0,0,0,deaths,
2020-03-26,Idaho,16,1,66,189,cases,0.5365853658536586
2020-03-26,Idaho,16,1,3,3,deaths,
2020-03-26,Illinois,17,10,663,2538,cases,0.3536
2020-03-26,Illinois,17,10,5,26,deaths,0.23809523809523808
2020-03-26,Indiana,18,5,177,656,cases,0.3695198329853862
2020-03-26,Indiana,18,5,4,18,deaths,0.2857142857142857
2020-03-26,Iowa,19,3,34,179,cases,0.23448275862068965
2020-03-26,Iowa,19,3,0,1,deaths,0.0
2020-03-26,Kansas,20,1,39,171,cases,0.29545454545454547
2020-03-26,Kansas,20,1,0,3,deaths,0.0
2020-03-26,Kentucky,21,4,50,248,cases,0.25252525252525254
2020-03-26,Kentucky,21,4,0,5,deaths,0.0
2020-03-26,Louisiana,22,11,510,2305,cases,0.2841225626740947
2020-03-26,Louisiana,22,11,18,83,deaths,0.27692307692307694
2020-03-26,Maine,23,3,13,155,cases,0.09154929577464789
2020-03-26,Maine,23,3,0,0,deaths,
2020-03-26,Maryland,24,7,158,581,cases,0.3735224586288416
2020-03-26,Maryland,24,7,0,4,deaths,0.0
2020-03-26,Massachusetts,25,14,579,2417,cases,0.3150163220892274
2020-03-26,Massachusetts,25,14,10,25,deaths,0.6666666666666666
2020-03-26,Michigan,26,7,584,2878,cases,0.25457715780296425
2020-03-26,Michigan,26,7,20,63,deaths,0.46511627906976744
2020-03-26,Minnesota,27,6,59,346,cases,0.20557491289198607
2020-03-26,Minnesota,27,6,1,2,deaths,1.0
2020-03-26,Mississippi,28,5,110,487,cases,0.2917771883289125
2020-03-26,Mississippi,28,5,1,6,deaths,0.2
2020-03-26,Missouri,29,4,130,507,cases,0.3448275862068966
2020-03-26,Missouri,29,4,0,8,deaths,0.0
2020-03-26,Nevada,32,6,130,535,cases,0.32098765432098764
2020-03-26,Nevada,32,6,0,10,deaths,0.0
2020-03-26,New Hampshire,33,3,21,158,cases,0.15328467153284672
2020-03-26,New Hampshire,33,3,0,1,deaths,0.0
2020-03-26,New Jersey,34,10,2474,6876,cases,0.5620172648796001
2020-03-26,New Jersey,34,10,19,81,deaths,0.3064516129032258
2020-03-26,New Mexico,35,2,24,136,cases,0.21428571428571427
2020-03-26,New Mexico,35,2,0,1,deaths,0.0
2020-03-26,New York,36,18,5921,38987,cases,0.17906611020383476
2020-03-26,New York,36,18,107,432,deaths,0.3292307692307692
2020-03-26,North Carolina,37,7,75,638,cases,0.13321492007104796
2020-03-26,North Carolina,37,7,1,2,deaths,1.0
2020-03-26,Ohio,39,7,161,867,cases,0.22804532577903683
2020-03-26,Ohio,39,7,4,15,deaths,0.36363636363636365
2020-03-26,Oklahoma,40,2,84,248,cases,0.5121951219512195
2020-03-26,Oklahoma,40,2,2,7,deaths,0.4
2020-03-26,Oregon,41,6,50,316,cases,0.18796992481203006
2020-03-26,Oregon,41,6,1,11,deaths,0.1
2020-03-26,Pennsylvania,42,9,539,1690,cases,0.46828844483058213
2020-03-26,Pennsylvania,42,9,5,16,deaths,0.45454545454545453
2020-03-26,Rhode Island,44,3,33,165,cases,0.25
2020-03-26,Rhode Island,44,3,0,0,deaths,
2020-03-26,South Carolina,45,6,32,456,cases,0.07547169811320754
2020-03-26,South Carolina,45,6,2,9,deaths,0.2857142857142857
2020-03-26,Tennessee,47,7,197,981,cases,0.2512755102040816
2020-03-26,Tennessee,47,7,0,3,deaths,0.0
2020-03-26,Texas,48,9,424,1543,cases,0.37890974084003576
2020-03-26,Texas,48,9,9,21,deaths,0.75
2020-03-26,Utah,49,6,56,402,cases,0.16184971098265896
2020-03-26,Utah,49,6,0,1,deaths,0.0
2020-03-26,Vermont,50,1,35,158,cases,0.2845528455284553
2020-03-26,Vermont,50,1,1,9,deaths,0.125
2020-03-26,Virginia,51,6,213,604,cases,0.5447570332480819
2020-03-26,Virginia,51,6,5,14,deaths,0.5555555555555556
2020-03-26,Washington,53,19,623,3208,cases,0.24100580270793037
2020-03-26,Washington,53,19,21,151,deaths,0.16153846153846155
2020-03-26,Wisconsin,55,8,131,754,cases,0.2102728731942215
2020-03-26,Wisconsin,55,8,3,10,deaths,0.42857142857142855
2020-03-27,Alabama,1,7,101,639,cases,0.18773234200743494
2020-03-27,Alabama,1,7,1,4,deaths,0.3333333333333333
2020-03-27,Arizona,4,6,157,665,cases,0.3090551181102362
2020-03-27,Arizona,4,6,7,15,deaths,0.875
2020-03-27,Arkansas,5,7,35,386,cases,0.09971509971509972
2020-03-27,Arkansas,5,7,0,3,deaths,0.0
2020-03-27,California,6,20,854,4914,cases,0.2103448275862069
2020-03-27,California,6,20,20,102,deaths,0.24390243902439024
2020-03-27,Colorado,8,13,303,1735,cases,0.2115921787709497
2020-03-27,Colorado,8,13,7,31,deaths,0.2916666666666667
2020-03-27,Connecticut,9,8,279,1291,cases,0.2756916996047431
2020-03-27,Connecticut,9,8,6,27,deaths,0.2857142857142857
2020-03-27,Delaware,10,3,22,165,cases,0.15384615384615385
2020-03-27,Delaware,10,3,1,2,deaths,1.0
2020-03-27,District of Columbia,11,5,37,304,cases,0.13857677902621723
2020-03-27,District of Columbia,11,5,1,4,deaths,0.3333333333333333
2020-03-27,Florida,12,12,721,3198,cases,0.2910779168348809
2020-03-27,Florida,12,12,17,46,deaths,0.5862068965517241
2020-03-27,Georgia,13,11,555,2198,cases,0.3377967133292757
2020-03-27,Georgia,13,11,8,64,deaths,0.14285714285714285
2020-03-27,Hawaii,15,1,14,120,cases,0.1320754716981132
2020-03-27,Hawaii,15,1,0,0,deaths,
2020-03-27,Idaho,16,2,42,231,cases,0.2222222222222222
2020-03-27,Idaho,16,2,1,4,deaths,0.3333333333333333
2020-03-27,Illinois,17,11,491,3029,cases,0.19345941686367218
2020-03-27,Illinois,17,11,11,37,deaths,0.4230769230769231
2020-03-27,Indiana,18,6,326,982,cases,0.4969512195121951
2020-03-27,Indiana,18,6,8,26,deaths,0.4444444444444444
2020-03-27,Iowa,19,4,56,235,cases,0.3128491620111732
2020-03-27,Iowa,19,4,2,3,deaths,2.0
2020-03-27,Kansas,20,2,41,212,cases,0.23976608187134502
2020-03-27,Kansas,20,2,1,4,deaths,0.3333333333333333
2020-03-27,Kentucky,21,5,54,302,cases,0.21774193548387097
2020-03-27,Kentucky,21,5,3,8,deaths,0.6
2020-03-27,Louisiana,22,12,441,2746,cases,0.1913232104121475
2020-03-27,Louisiana,22,12,36,119,deaths,0.43373493975903615
2020-03-27,Maine,23,4,13,168,cases,0.08387096774193549
2020-03-27,Maine,23,4,1,1,deaths,
2020-03-27,Maryland,24,8,194,775,cases,0.33390705679862304
2020-03-27,Maryland,24,8,1,5,deaths,0.25
2020-03-27,Massachusetts,25,15,823,3240,cases,0.3405047579644187
2020-03-27,Massachusetts,25,15,10,35,deaths,0.4
2020-03-27,Michigan,26,8,779,3657,cases,0.27067407922168174
2020-03-27,Michigan,26,8,30,93,deaths,0.47619047619047616
2020-03-27,Minnesota,27,7,52,398,cases,0.15028901734104047
2020-03-27,Minnesota,27,7,2,4,deaths,1.0
2020-03-27,Mississippi,28,6,92,579,cases,0.188911704312115
2020-03-27,Mississippi,28,6,2,8,deaths,0.3333333333333333
2020-03-27,Missouri,29,5,164,671,cases,0.3234714003944773
2020-03-27,Missouri,29,5,1,9,deaths,0.125
2020-03-27,Montana,30,0,31,121,cases,0.34444444444444444
2020-03-27,Montana,30,0,1,1,deaths,
2020-03-27,Nebraska,31,0,8,100,cases,0.08695652173913043
2020-03-27,Nebraska,31,0,2,2,deaths,
2020-03-27,Nevada,32,7,86,621,cases,0.16074766355140188
2020-03-27,Nevada,32,7,0,10,deaths,0.0
2020-03-27,New Hampshire,33,4,29,187,cases,0.18354430379746836
2020-03-27,New Hampshire,33,4,1,2,deaths,1.0
2020-03-27,New Jersey,34,11,1949,8825,cases,0.2834496800465387
2020-03-27,New Jersey,34,11,27,108,deaths,0.3333333333333333
2020-03-27,New Mexico,35,3,55,191,cases,0.40441176470588236
2020-03-27,New Mexico,35,3,0,1,deaths,0.0
2020-03-27,New York,36,19,5648,44635,cases,0.14486880242131991
2020-03-27,New York,36,19,103,535,deaths,0.23842592592592593
2020-03-27,North Carolina,37,8,145,783,cases,0.22727272727272727
2020-03-27,North Carolina,37,8,1,3,deaths,0.5
2020-03-27,Ohio,39,8,277,1144,cases,0.31949250288350634
2020-03-27,Ohio,39,8,7,22,deaths,0.4666666666666667
2020-03-27,Oklahoma,40,3,74,322,cases,0.29838709677419356
2020-03-27,Oklahoma,40,3,1,8,deaths,0.14285714285714285
2020-03-27,Oregon,41,7,98,414,cases,0.310126582278481
2020-03-27,Oregon,41,7,1,12,deaths,0.09090909090909091
2020-03-27,Pennsylvania,42,10,528,2218,cases,0.31242603550295855
2020-03-27,Pennsylvania,42,10,7,23,deaths,0.4375
2020-03-27,Rhode Island,44,4,38,203,cases,0.23030303030303031
2020-03-27,Rhode Island,44,4,0,0,deaths,
2020-03-27,South Carolina,45,7,83,539,cases,0.18201754385964913
2020-03-27,South Carolina,45,7,4,13,deaths,0.4444444444444444
2020-03-27,Tennessee,47,8,81,1062,cases,0.08256880733944955
2020-03-27,Tennessee,47,8,3,6,deaths,1.0
2020-03-27,Texas,48,10,399,1942,cases,0.25858716785482827
2020-03-27,Texas,48,10,2,23,deaths,0.09523809523809523
2020-03-27,Utah,49,7,78,480,cases,0.19402985074626866
2020-03-27,Utah,49,7,1,2,deaths,1.0
2020-03-27,Vermont,50,2,26,184,cases,0.16455696202531644
2020-03-27,Vermont,50,2,1,10,deaths,0.1111111111111111
2020-03-27,Virginia,51,7,2,606,cases,0.0033112582781456954
2020-03-27,Virginia,51,7,0,14,deaths,0.0
2020-03-27,Washington,53,20,562,3770,cases,0.17518703241895262
2020-03-27,Washington,53,20,26,177,deaths,0.17218543046357615
2020-03-27,Wisconsin,55,9,176,930,cases,0.23342175066312998
2020-03-27,Wisconsin,55,9,6,16,deaths,0.6
2020-03-28,Alabama,1,8,81,720,cases,0.1267605633802817
2020-03-28,Alabama,1,8,0,4,deaths,0.0
2020-03-28,Alaska,2,0,17,102,cases,0.2
2020-03-28,Alaska,2,0,0,1,deaths,0.0
2020-03-28,Arizona,4,7,108,773,cases,0.162406015037594
2020-03-28,Arizona,4,7,0,15,deaths,0.0
2020-03-28,Arkansas,5,8,23,409,cases,0.05958549222797927
2020-03-28,Arkansas,5,8,2,5,deaths,0.6666666666666666
2020-03-28,California,6,21,651,5565,cases,0.13247863247863248
2020-03-28,California,6,21,19,121,deaths,0.18627450980392157
2020-03-28,Colorado,8,14,326,2061,cases,0.18789625360230547
2020-03-28,Colorado,8,14,13,44,deaths,0.41935483870967744
2020-03-28,Connecticut,9,9,233,1524,cases,0.18048024786986833
2020-03-28,Connecticut,9,9,6,33,deaths,0.2222222222222222
2020-03-28,Delaware,10,4,49,214,cases,0.296969696969697
2020-03-28,Delaware,10,4,3,5,deaths,1.5
2020-03-28,District of Columbia,11,6,38,342,cases,0.125
2020-03-28,District of Columbia,11,6,0,4,deaths,0.0
2020-03-28,Florida,12,13,840,4038,cases,0.2626641651031895
2020-03-28,Florida,12,13,10,56,deaths,0.21739130434782608
2020-03-28,Georgia,13,12,249,2447,cases,0.11328480436760692
2020-03-28,Georgia,13,12,15,79,deaths,0.234375
