date,state,fips,day_num,new,value,type,growth
2020-03-28,Hawaii,15,2,31,151,cases,0.25833333333333336
2020-03-28,Hawaii,15,2,0,0,deaths,
2020-03-28,Idaho,16,3,30,261,cases,0.12987012987012986
2020-03-28,Idaho,16,3,1,5,deaths,0.25
2020-03-28,Illinois,17,12,518,3547,cases,0.17101353582040277
2020-03-28,Illinois,17,12,13,50,deaths,0.35135135135135137
2020-03-28,Indiana,18,7,250,1232,cases,0.2545824847250509
2020-03-28,Indiana,18,7,5,31,deaths,0.19230769230769232
2020-03-28,Iowa,19,5,63,298,cases,0.2680851063829787
2020-03-28,Iowa,19,5,0,3,deaths,0.0
2020-03-28,Kansas,20,3,59,271,cases,0.2783018867924528
2020-03-28,Kansas,20,3,2,6,deaths,0.5
2020-03-28,Kentucky,21,6,92,394,cases,0.304635761589404
2020-03-28,Kentucky,21,6,1,9,deaths,0.125
2020-03-28,Louisiana,22,13,569,3315,cases,0.20721048798252004
2020-03-28,Louisiana,22,13,18,137,deaths,0.15126050420168066
2020-03-28,Maine,23,5,43,211,cases,0.25595238095238093
2020-03-28,Maine,23,5,0,1,deaths,0.0
2020-03-28,Maryland,24,9,291,1066,cases,0.37548387096774194
2020-03-28,Maryland,24,9,5,10,deaths,1.0
2020-03-28,Massachusetts,25,16,1017,4257,cases,0.3138888888888889
2020-03-28,Massachusetts,25,16,9,44,deaths,0.2571428571428571
2020-03-28,Michigan,26,9,978,4635,cases,0.2674323215750615
2020-03-28,Michigan,26,9,18,111,deaths,0.1935483870967742
2020-03-28,Minnesota,27,8,43,441,cases,0.10804020100502512
2020-03-28,Minnesota,27,8,1,5,deaths,0.25
2020-03-28,Mississippi,28,7,90,669,cases,0.15544041450777202
2020-03-28,Mississippi,28,7,5,13,deaths,0.625
2020-03-28,Missouri,29,6,167,838,cases,0.2488822652757079
2020-03-28,Missouri,29,6,1,10,deaths,0.1111111111111111
2020-03-28,Montana,30,1,26,147,cases,0.21487603305785125
2020-03-28,Montana,30,1,0,1,deaths,0.0
2020-03-28,Nebraska,31,1,22,122,cases,0.22
2020-03-28,Nebraska,31,1,0,2,deaths,0.0
2020-03-28,Nevada,32,8,117,738,cases,0.18840579710144928
2020-03-28,Nevada,32,8,4,14,deaths,0.4
2020-03-28,New Hampshire,33,5,27,214,cases,0.1443850267379679
2020-03-28,New Hampshire,33,5,0,2,deaths,0.0
2020-03-28,New Jersey,34,12,2299,11124,cases,0.2605099150141643
2020-03-28,New Jersey,34,12,32,140,deaths,0.2962962962962963
2020-03-28,New Mexico,35,4,17,208,cases,0.08900523560209424
2020-03-28,New Mexico,35,4,1,2,deaths,1.0
2020-03-28,New York,36,20,8728,53363,cases,0.19554161532429706
2020-03-28,New York,36,20,247,782,deaths,0.4616822429906542
2020-03-28,North Carolina,37,9,189,972,cases,0.2413793103448276
2020-03-28,North Carolina,37,9,1,4,deaths,0.3333333333333333
2020-03-28,Ohio,39,9,262,1406,cases,0.229020979020979
2020-03-28,Ohio,39,9,3,25,deaths,0.13636363636363635
2020-03-28,Oklahoma,40,4,55,377,cases,0.17080745341614906
2020-03-28,Oklahoma,40,4,7,15,deaths,0.875
2020-03-28,Oregon,41,8,65,479,cases,0.1570048309178744
2020-03-28,Oregon,41,8,1,13,deaths,0.08333333333333333
2020-03-28,Pennsylvania,42,11,597,2815,cases,0.26916140667267807
2020-03-28,Pennsylvania,42,11,12,35,deaths,0.5217391304347826
2020-03-28,Puerto Rico,72,0,21,100,cases,0.26582278481012656
2020-03-28,Puerto Rico,72,0,0,3,deaths,0.0
2020-03-28,Rhode Island,44,5,36,239,cases,0.17733990147783252
2020-03-28,Rhode Island,44,5,2,2,deaths,
2020-03-28,South Carolina,45,8,121,660,cases,0.22448979591836735
2020-03-28,South Carolina,45,8,2,15,deaths,0.15384615384615385
2020-03-28,Tennessee,47,9,311,1373,cases,0.2928436911487759
2020-03-28,Tennessee,47,9,0,6,deaths,0.0
2020-03-28,Texas,48,11,219,2161,cases,0.11277033985581875
2020-03-28,Texas,48,11,6,29,deaths,0.2608695652173913
2020-03-28,Utah,49,8,128,608,cases,0.26666666666666666
2020-03-28,Utah,49,8,0,2,deaths,0.0
2020-03-28,Vermont,50,3,27,211,cases,0.14673913043478262
2020-03-28,Vermont,50,3,2,12,deaths,0.2
2020-03-28,Virginia,51,8,134,740,cases,0.22112211221122113
2020-03-28,Virginia,51,8,3,17,deaths,0.21428571428571427
2020-03-28,Washington,53,21,541,4311,cases,0.14350132625994694
2020-03-28,Washington,53,21,14,191,deaths,0.07909604519774012
2020-03-28,West Virginia,54,0,17,113,cases,0.17708333333333334
2020-03-28,West Virginia,54,0,0,0,deaths,
2020-03-28,Wisconsin,55,10,112,1042,cases,0.12043010752688173
2020-03-28,Wisconsin,55,10,1,17,deaths,0.0625
2020-03-29,Alabama,1,9,110,830,cases,0.1527777777777778
2020-03-29,Alabama,1,9,1,5,deaths,0.25
2020-03-29,Alaska,2,1,12,114,cases,0.11764705882352941
2020-03-29,Alaska,2,1,0,1,deaths,0.0
2020-03-29,Arizona,4,8,156,929,cases,0.2018111254851229
2020-03-29,Arizona,4,8,3,18,deaths,0.2
2020-03-29,Arkansas,5,9,40,449,cases,0.097799511002445
2020-03-29,Arkansas,5,9,1,6,deaths,0.2
2020-03-29,California,6,22,701,6266,cases,0.12596585804132973
2020-03-29,California,6,22,9,130,deaths,0.0743801652892562
2020-03-29,Colorado,8,15,254,2315,cases,0.12324114507520621
2020-03-29,Colorado,8,15,3,47,deaths,0.06818181818181818
2020-03-29,Connecticut,9,10,469,1993,cases,0.307742782152231
2020-03-29,Connecticut,9,10,1,34,deaths,0.030303030303030304
2020-03-29,Delaware,10,5,18,232,cases,0.08411214953271028
2020-03-29,Delaware,10,5,1,6,deaths,0.2
2020-03-29,District of Columbia,11,7,0,342,cases,0.0
2020-03-29,District of Columbia,11,7,0,4,deaths,0.0
2020-03-29,Florida,12,14,904,4942,cases,0.22387320455671125
2020-03-29,Florida,12,14,3,59,deaths,0.05357142857142857
2020-03-29,Georgia,13,13,236,2683,cases,0.09644462607274214
2020-03-29,Georgia,13,13,4,83,deaths,0.05063291139240506
2020-03-29,Hawaii,15,3,24,175,cases,0.15894039735099338
2020-03-29,Hawaii,15,3,0,0,deaths,
2020-03-29,Idaho,16,4,49,310,cases,0.18773946360153257
2020-03-29,Idaho,16,4,1,6,deaths,0.2
2020-03-29,Illinois,17,13,1066,4613,cases,0.3005356639413589
2020-03-29,Illinois,17,13,20,70,deaths,0.4
2020-03-29,Indiana,18,8,282,1514,cases,0.2288961038961039
2020-03-29,Indiana,18,8,1,32,deaths,0.03225806451612903
2020-03-29,Iowa,19,6,38,336,cases,0.12751677852348994
2020-03-29,Iowa,19,6,1,4,deaths,0.3333333333333333
2020-03-29,Kansas,20,4,61,332,cases,0.22509225092250923
2020-03-29,Kansas,20,4,1,7,deaths,0.16666666666666666
2020-03-29,Kentucky,21,7,45,439,cases,0.11421319796954314
2020-03-29,Kentucky,21,7,0,9,deaths,0.0
2020-03-29,Louisiana,22,14,225,3540,cases,0.06787330316742081
2020-03-29,Louisiana,22,14,15,152,deaths,0.10948905109489052
2020-03-29,Maine,23,6,42,253,cases,0.1990521327014218
2020-03-29,Maine,23,6,2,3,deaths,2.0
2020-03-29,Maryland,24,10,178,1244,cases,0.1669793621013133
2020-03-29,Maryland,24,10,1,11,deaths,0.1
2020-03-29,Massachusetts,25,17,698,4955,cases,0.1639652337326756
2020-03-29,Massachusetts,25,17,4,48,deaths,0.09090909090909091
2020-03-29,Michigan,26,10,851,5486,cases,0.18360302049622437
2020-03-29,Michigan,26,10,21,132,deaths,0.1891891891891892
2020-03-29,Minnesota,27,9,63,504,cases,0.14285714285714285
2020-03-29,Minnesota,27,9,4,9,deaths,0.8
2020-03-29,Mississippi,28,8,90,759,cases,0.13452914798206278
2020-03-29,Mississippi,28,8,1,14,deaths,0.07692307692307693
2020-03-29,Missouri,29,7,65,903,cases,0.07756563245823389
2020-03-29,Missouri,29,7,2,12,deaths,0.2
2020-03-29,Montana,30,2,14,161,cases,0.09523809523809523
2020-03-29,Montana,30,2,0,1,deaths,0.0
2020-03-29,Nebraska,31,2,15,137,cases,0.12295081967213115
2020-03-29,Nebraska,31,2,0,2,deaths,0.0
2020-03-29,Nevada,32,9,182,920,cases,0.24661246612466126
2020-03-29,Nevada,32,9,1,15,deaths,0.07142857142857142
2020-03-29,New Hampshire,33,6,44,258,cases,0.205607476635514
2020-03-29,New Hampshire,33,6,1,3,deaths,0.5
2020-03-29,New Jersey,34,13,2262,13386,cases,0.20334412081984898
2020-03-29,New Jersey,34,13,21,161,deaths,0.15
2020-03-29,New Mexico,35,5,29,237,cases,0.13942307692307693
2020-03-29,New Mexico,35,5,0,2,deaths,0.0
2020-03-29,New York,36,21,6205,59568,cases,0.11627906976744186
2020-03-29,New York,36,21,183,965,deaths,0.2340153452685422
2020-03-29,North Carolina,37,10,195,1167,cases,0.2006172839506173
2020-03-29,North Carolina,37,10,2,6,deaths,0.5
2020-03-29,Ohio,39,10,259,1665,cases,0.18421052631578946
2020-03-29,Ohio,39,10,5,30,deaths,0.2
2020-03-29,Oklahoma,40,5,52,429,cases,0.13793103448275862
2020-03-29,Oklahoma,40,5,1,16,deaths,0.06666666666666667
2020-03-29,Oregon,41,9,69,548,cases,0.1440501043841336
2020-03-29,Oregon,41,9,0,13,deaths,0.0
2020-03-29,Pennsylvania,42,12,626,3441,cases,0.22238010657193605
2020-03-29,Pennsylvania,42,12,5,40,deaths,0.14285714285714285
2020-03-29,Puerto Rico,72,1,27,127,cases,0.27
2020-03-29,Puerto Rico,72,1,2,5,deaths,0.6666666666666666
2020-03-29,Rhode Island,44,6,55,294,cases,0.2301255230125523
2020-03-29,Rhode Island,44,6,1,3,deaths,0.5
2020-03-29,South Carolina,45,9,114,774,cases,0.17272727272727273
2020-03-29,South Carolina,45,9,1,16,deaths,0.06666666666666667
2020-03-29,Tennessee,47,10,164,1537,cases,0.11944646758922069
2020-03-29,Tennessee,47,10,1,7,deaths,0.16666666666666666
2020-03-29,Texas,48,12,551,2712,cases,0.25497454881999077
2020-03-29,Texas,48,12,6,35,deaths,0.20689655172413793
2020-03-29,Utah,49,9,111,719,cases,0.1825657894736842
2020-03-29,Utah,49,9,0,2,deaths,0.0
2020-03-29,Vermont,50,4,24,235,cases,0.11374407582938388
2020-03-29,Vermont,50,4,0,12,deaths,0.0
2020-03-29,Virginia,51,9,150,890,cases,0.20270270270270271
2020-03-29,Virginia,51,9,5,22,deaths,0.29411764705882354
2020-03-29,Washington,53,22,585,4896,cases,0.13569937369519833
2020-03-29,Washington,53,22,16,207,deaths,0.08376963350785341
2020-03-29,West Virginia,54,1,11,124,cases,0.09734513274336283
2020-03-29,West Virginia,54,1,1,1,deaths,
2020-03-29,Wisconsin,55,11,78,1120,cases,0.07485604606525911
2020-03-29,Wisconsin,55,11,0,17,deaths,0.0
2020-03-30,Alabama,1,10,117,947,cases,0.14096385542168674
2020-03-30,Alabama,1,10,6,11,deaths,1.2
2020-03-30,Alaska,2,2,5,119,cases,0.043859649122807015
2020-03-30,Alaska,2,2,1,2,deaths,1.0
2020-03-30,Arizona,4,9,240,1169,cases,0.25834230355220666
2020-03-30,Arizona,4,9,2,20,deaths,0.1111111111111111
2020-03-30,Arkansas,5,10,59,508,cases,0.13140311804008908
2020-03-30,Arkansas,5,10,1,7,deaths,0.16666666666666666
2020-03-30,California,6,23,1155,7421,cases,0.18432812001276733
2020-03-30,California,6,23,16,146,deaths,0.12307692307692308
2020-03-30,Colorado,8,16,313,2628,cases,0.13520518358531317
2020-03-30,Colorado,8,16,4,51,deaths,0.0851063829787234
2020-03-30,Connecticut,9,11,578,2571,cases,0.29001505268439537
2020-03-30,Connecticut,9,11,2,36,deaths,0.058823529411764705
2020-03-30,Delaware,10,6,32,264,cases,0.13793103448275862
2020-03-30,Delaware,10,6,1,7,deaths,0.16666666666666666
2020-03-30,District of Columbia,11,8,153,495,cases,0.4473684210526316
2020-03-30,District of Columbia,11,8,5,9,deaths,1.25
2020-03-30,Florida,12,15,752,5694,cases,0.15216511533791988
2020-03-30,Florida,12,15,12,71,deaths,0.2033898305084746
2020-03-30,Georgia,13,14,349,3032,cases,0.1300782705926202
2020-03-30,Georgia,13,14,19,102,deaths,0.2289156626506024
2020-03-30,Hawaii,15,4,29,204,cases,0.1657142857142857
2020-03-30,Hawaii,15,4,0,0,deaths,
2020-03-30,Idaho,16,5,105,415,cases,0.3387096774193548
2020-03-30,Idaho,16,5,1,7,deaths,0.16666666666666666
2020-03-30,Illinois,17,14,457,5070,cases,0.09906785172339042
2020-03-30,Illinois,17,14,14,84,deaths,0.2
2020-03-30,Indiana,18,9,274,1788,cases,0.1809775429326288
2020-03-30,Indiana,18,9,3,35,deaths,0.09375
2020-03-30,Iowa,19,7,88,424,cases,0.2619047619047619
2020-03-30,Iowa,19,7,2,6,deaths,0.5
2020-03-30,Kansas,20,5,41,373,cases,0.12349397590361445
2020-03-30,Kansas,20,5,2,9,deaths,0.2857142857142857
2020-03-30,Kentucky,21,8,41,480,cases,0.09339407744874716
2020-03-30,Kentucky,21,8,2,11,deaths,0.2222222222222222
2020-03-30,Louisiana,22,15,485,4025,cases,0.1370056497175141
2020-03-30,Louisiana,22,15,34,186,deaths,0.2236842105263158
2020-03-30,Maine,23,7,22,275,cases,0.08695652173913043
2020-03-30,Maine,23,7,0,3,deaths,0.0
2020-03-30,Maryland,24,11,170,1414,cases,0.13665594855305466
2020-03-30,Maryland,24,11,4,15,deaths,0.36363636363636365
2020-03-30,Massachusetts,25,18,797,5752,cases,0.1608476286579213
2020-03-30,Massachusetts,25,18,13,61,deaths,0.2708333333333333
2020-03-30,Michigan,26,11,1022,6508,cases,0.1862923806051768
2020-03-30,Michigan,26,11,65,197,deaths,0.49242424242424243
2020-03-30,Minnesota,27,10,72,576,cases,0.14285714285714285
2020-03-30,Minnesota,27,10,1,10,deaths,0.1111111111111111
2020-03-30,Mississippi,28,9,89,848,cases,0.11725955204216074
2020-03-30,Mississippi,28,9,2,16,deaths,0.14285714285714285
2020-03-30,Missouri,29,8,147,1050,cases,0.16279069767441862
2020-03-30,Missouri,29,8,1,13,deaths,0.08333333333333333
2020-03-30,Montana,30,3,16,177,cases,0.09937888198757763
2020-03-30,Montana,30,3,3,4,deaths,3.0
2020-03-30,Nebraska,31,3,48,185,cases,0.35036496350364965
2020-03-30,Nebraska,31,3,1,3,deaths,0.5
2020-03-30,Nevada,32,10,124,1044,cases,0.13478260869565217
2020-03-30,Nevada,32,10,3,18,deaths,0.2
2020-03-30,New Hampshire,33,7,56,314,cases,0.21705426356589147
2020-03-30,New Hampshire,33,7,0,3,deaths,0.0
2020-03-30,New Jersey,34,14,3250,16636,cases,0.24279097564619753
2020-03-30,New Jersey,34,14,38,199,deaths,0.2360248447204969
2020-03-30,New Mexico,35,6,44,281,cases,0.18565400843881857
2020-03-30,New Mexico,35,6,2,4,deaths,1.0
2020-03-30,New York,36,22,7606,67174,cases,0.127686005909213
2020-03-30,New York,36,22,259,1224,deaths,0.2683937823834197
2020-03-30,North Carolina,37,11,137,1304,cases,0.11739502999143102
2020-03-30,North Carolina,37,11,0,6,deaths,0.0
2020-03-30,North Dakota,38,0,11,109,cases,0.11224489795918367
2020-03-30,North Dakota,38,0,2,3,deaths,2.0
2020-03-30,Ohio,39,11,268,1933,cases,0.16096096096096096
2020-03-30,Ohio,39,11,10,40,deaths,0.3333333333333333
2020-03-30,Oklahoma,40,6,52,481,cases,0.12121212121212122
2020-03-30,Oklahoma,40,6,1,17,deaths,0.0625
2020-03-30,Oregon,41,10,58,606,cases,0.10583941605839416
2020-03-30,Oregon,41,10,3,16,deaths,0.23076923076923078
2020-03-30,Pennsylvania,42,13,715,4156,cases,0.20778843359488522
2020-03-30,Pennsylvania,42,13,8,48,deaths,0.2
2020-03-30,Puerto Rico,72,2,47,174,cases,0.3700787401574803
2020-03-30,Puerto Rico,72,2,1,6,deaths,0.2
2020-03-30,Rhode Island,44,7,114,408,cases,0.3877551020408163
2020-03-30,Rhode Island,44,7,1,4,deaths,0.3333333333333333
2020-03-30,South Carolina,45,10,151,925,cases,0.19509043927648578
2020-03-30,South Carolina,45,10,2,18,deaths,0.125
2020-03-30,South Dakota,46,0,11,101,cases,0.12222222222222222
2020-03-30,South Dakota,46,0,0,1,deaths,0.0
2020-03-30,Tennessee,47,11,297,1834,cases,0.19323357189329862
2020-03-30,Tennessee,47,11,6,13,deaths,0.8571428571428571
2020-03-30,Texas,48,13,331,3043,cases,0.12205014749262537
2020-03-30,Texas,48,13,11,46,deaths,0.3142857142857143
2020-03-30,Utah,49,10,87,806,cases,0.12100139082058414
2020-03-30,Utah,49,10,2,4,deaths,1.0
2020-03-30,Vermont,50,5,21,256,cases,0.08936170212765958
2020-03-30,Vermont,50,5,0,12,deaths,0.0
2020-03-30,Virginia,51,10,131,1021,cases,0.14719101123595504
2020-03-30,Virginia,51,10,4,26,deaths,0.18181818181818182
2020-03-30,Washington,53,23,283,5179,cases,0.05780228758169935
2020-03-30,Washington,53,23,14,221,deaths,0.06763285024154589
2020-03-30,West Virginia,54,2,21,145,cases,0.1693548387096774
2020-03-30,West Virginia,54,2,0,1,deaths,0.0
2020-03-30,Wisconsin,55,12,147,1267,cases,0.13125
2020-03-30,Wisconsin,55,12,3,20,deaths,0.17647058823529413
2020-03-31,Alabama,1,11,52,999,cases,0.054910242872228086
2020-03-31,Alabama,1,11,2,13,deaths,0.18181818181818182
2020-03-31,Alaska,2,3,14,133,cases,0.11764705882352941
2020-03-31,Alaska,2,3,0,2,deaths,0.0
2020-03-31,Arizona,4,10,129,1298,cases,0.11035072711719418
2020-03-31,Arizona,4,10,4,24,deaths,0.2
2020-03-31,Arkansas,5,11,56,564,cases,0.11023622047244094
2020-03-31,Arkansas,5,11,1,8,deaths,0.14285714285714285
2020-03-31,California,6,24,1161,8582,cases,0.15644791807034092
2020-03-31,California,6,24,37,183,deaths,0.2534246575342466
2020-03-31,Colorado,8,17,362,2990,cases,0.13774733637747336
2020-03-31,Colorado,8,17,18,69,deaths,0.35294117647058826
2020-03-31,Connecticut,9,12,557,3128,cases,0.21664721898094128
2020-03-31,Connecticut,9,12,33,69,deaths,0.9166666666666666
2020-03-31,Delaware,10,7,55,319,cases,0.20833333333333334
2020-03-31,Delaware,10,7,3,10,deaths,0.42857142857142855
2020-03-31,District of Columbia,11,9,0,495,cases,0.0
2020-03-31,District of Columbia,11,9,0,9,deaths,0.0
2020-03-31,Florida,12,16,1047,6741,cases,0.1838777660695469
2020-03-31,Florida,12,16,14,85,deaths,0.19718309859154928
2020-03-31,Georgia,13,15,1085,4117,cases,0.35784960422163586
2020-03-31,Georgia,13,15,23,125,deaths,0.22549019607843138
2020-03-31,Guam,66,0,79,139,cases,1.3166666666666667
2020-03-31,Guam,66,0,1,2,deaths,1.0
2020-03-31,Hawaii,15,5,20,224,cases,0.09803921568627451
2020-03-31,Hawaii,15,5,1,1,deaths,
2020-03-31,Idaho,16,6,111,526,cases,0.2674698795180723
2020-03-31,Idaho,16,6,2,9,deaths,0.2857142857142857
2020-03-31,Illinois,17,15,924,5994,cases,0.18224852071005918
2020-03-31,Illinois,17,15,23,107,deaths,0.27380952380952384
2020-03-31,Indiana,18,10,371,2159,cases,0.20749440715883669
2020-03-31,Indiana,18,10,15,50,deaths,0.42857142857142855
2020-03-31,Iowa,19,8,74,498,cases,0.17452830188679244
2020-03-31,Iowa,19,8,1,7,deaths,0.16666666666666666
2020-03-31,Kansas,20,6,61,434,cases,0.16353887399463807
2020-03-31,Kansas,20,6,1,10,deaths,0.1111111111111111
2020-03-31,Kentucky,21,9,110,590,cases,0.22916666666666666
2020-03-31,Kentucky,21,9,7,18,deaths,0.6363636363636364
2020-03-31,Louisiana,22,16,1212,5237,cases,0.30111801242236025
2020-03-31,Louisiana,22,16,54,240,deaths,0.2903225806451613
2020-03-31,Maine,23,8,28,303,cases,0.10181818181818182
2020-03-31,Maine,23,8,2,5,deaths,0.6666666666666666
2020-03-31,Maryland,24,12,248,1662,cases,0.1753889674681754
2020-03-31,Maryland,24,12,3,18,deaths,0.2
2020-03-31,Massachusetts,25,19,868,6620,cases,0.15090403337969402
2020-03-31,Massachusetts,25,19,28,89,deaths,0.45901639344262296
2020-03-31,Michigan,26,12,1122,7630,cases,0.17240319606637983
2020-03-31,Michigan,26,12,67,264,deaths,0.3401015228426396
2020-03-31,Minnesota,27,11,53,629,cases,0.0920138888888889
2020-03-31,Minnesota,27,11,2,12,deaths,0.2
2020-03-31,Mississippi,28,10,89,937,cases,0.10495283018867925
2020-03-31,Mississippi,28,10,4,20,deaths,0.25
2020-03-31,Missouri,29,9,301,1351,cases,0.2866666666666667
2020-03-31,Missouri,29,9,2,15,deaths,0.15384615384615385
2020-03-31,Montana,30,4,21,198,cases,0.11864406779661017
2020-03-31,Montana,30,4,1,5,deaths,0.25
2020-03-31,Nebraska,31,4,8,193,cases,0.043243243243243246
2020-03-31,Nebraska,31,4,1,4,deaths,0.3333333333333333
2020-03-31,Nevada,32,11,69,1113,cases,0.06609195402298851
2020-03-31,Nevada,32,11,8,26,deaths,0.4444444444444444
2020-03-31,New Hampshire,33,8,53,367,cases,0.16878980891719744
2020-03-31,New Hampshire,33,8,0,3,deaths,0.0
2020-03-31,New Jersey,34,15,2060,18696,cases,0.12382784323154604
2020-03-31,New Jersey,34,15,68,267,deaths,0.3417085427135678
2020-03-31,New Mexico,35,7,34,315,cases,0.12099644128113879
2020-03-31,New Mexico,35,7,0,4,deaths,0.0
2020-03-31,New York,36,23,8658,75832,cases,0.1288891535415488
2020-03-31,New York,36,23,326,1550,deaths,0.26633986928104575
2020-03-31,North Carolina,37,12,224,1528,cases,0.17177914110429449
2020-03-31,North Carolina,37,12,4,10,deaths,0.6666666666666666
2020-03-31,North Dakota,38,1,17,126,cases,0.1559633027522936
2020-03-31,North Dakota,38,1,0,3,deaths,0.0
2020-03-31,Ohio,39,12,266,2199,cases,0.13760993274702535
2020-03-31,Ohio,39,12,15,55,deaths,0.375
2020-03-31,Oklahoma,40,7,85,566,cases,0.17671517671517672
2020-03-31,Oklahoma,40,7,6,23,deaths,0.35294117647058826
2020-03-31,Oregon,41,11,84,690,cases,0.13861386138613863
2020-03-31,Oregon,41,11,2,18,deaths,0.125
2020-03-31,Pennsylvania,42,14,841,4997,cases,0.2023580365736285
2020-03-31,Pennsylvania,42,14,24,72,deaths,0.5
2020-03-31,Puerto Rico,72,3,65,239,cases,0.3735632183908046
2020-03-31,Puerto Rico,72,3,2,8,deaths,0.3333333333333333
2020-03-31,Rhode Island,44,8,80,488,cases,0.19607843137254902
2020-03-31,Rhode Island,44,8,4,8,deaths,1.0
2020-03-31,South Carolina,45,11,158,1083,cases,0.17081081081081081
2020-03-31,South Carolina,45,11,4,22,deaths,0.2222222222222222
2020-03-31,South Dakota,46,1,7,108,cases,0.06930693069306931
2020-03-31,South Dakota,46,1,0,1,deaths,0.0
2020-03-31,Tennessee,47,12,0,1834,cases,0.0
2020-03-31,Tennessee,47,12,0,13,deaths,0.0
2020-03-31,Texas,48,14,533,3576,cases,0.17515609595793624
2020-03-31,Texas,48,14,11,57,deaths,0.2391304347826087
2020-03-31,Utah,49,11,81,887,cases,0.10049627791563276
2020-03-31,Utah,49,11,1,5,deaths,0.25
2020-03-31,Vermont,50,6,37,293,cases,0.14453125
2020-03-31,Vermont,50,6,1,13,deaths,0.08333333333333333
2020-03-31,Virginia,51,11,229,1250,cases,0.22428991185112634
2020-03-31,Virginia,51,11,1,27,deaths,0.038461538461538464
2020-03-31,Washington,53,24,113,5292,cases,0.021818883954431358
2020-03-31,Washington,53,24,5,226,deaths,0.02262443438914027
2020-03-31,West Virginia,54,3,17,162,cases,0.11724137931034483
2020-03-31,West Virginia,54,3,0,1,deaths,0.0
2020-03-31,Wisconsin,55,13,84,1351,cases,0.06629834254143646
2020-03-31,Wisconsin,55,13,5,25,deaths,0.25
2020-03-31,Wyoming,56,0,25,120,cases,0.2631578947368421
2020-03-31,Wyoming,56,0,0,0,deaths,
